Training_ID,Employee_ID,Course_Name,Provider,Completion_Date,Duration_Hrs,Score_Pct,Certified
TRN00347,EMP0108,Excel Advanced,LinkedIn Learning,2024-09-25,16,61,No
TRN00348,EMP0108,SQL Mastery,Pluralsight,2024-04-30,12,71,No
TRN00349,EMP0108,ML Fundamentals,Coursera,2025-05-08,8,75,Yes
TRN00350,EMP0109,Excel Advanced,Internal L&D,2025-07-03,16,63,Yes
TRN00351,EMP0109,Cybersecurity Basics,Pluralsight,2025-11-15,40,80,Yes
TRN00352,EMP0109,DevOps CI/CD,LinkedIn Learning,2023-11-13,12,100,Yes
TRN00353,EMP0110,Communication Skills,LinkedIn Learning,2026-03-19,16,76,No
TRN00354,EMP0110,Agile & Scrum,Coursera,2024-01-13,40,84,Yes
TRN00355,EMP0111,DevOps CI/CD,Udemy,2024-02-23,24,98,Yes
TRN00356,EMP0111,Agile & Scrum,Coursera,2024-11-22,12,73,Yes
TRN00357,EMP0111,Project Management,Udemy,2023-09-26,40,72,No
TRN00358,EMP0111,Excel Advanced,LinkedIn Learning,2025-02-10,40,88,Yes
TRN00359,EMP0111,Python for Data,Coursera,2025-12-04,8,81,No
TRN00360,EMP0112,Design Thinking,Internal L&D,2023-12-30,8,63,No
TRN00361,EMP0112,React JS,Udemy,2025-08-11,12,88,Yes
TRN00362,EMP0112,DevOps CI/CD,Internal L&D,2023-09-03,24,83,Yes
TRN00363,EMP0112,ML Fundamentals,Coursera,2024-11-09,4,75,No
TRN00364,EMP0113,Project Management,Pluralsight,2025-04-14,40,97,Yes
TRN00365,EMP0113,DevOps CI/CD,Udemy,2024-01-02,12,98,No
TRN00366,EMP0113,Communication Skills,Internal L&D,2024-06-25,16,65,No
TRN00367,EMP0113,React JS,Internal L&D,2025-01-07,12,88,Yes
TRN00368,EMP0114,Python for Data,Pluralsight,2024-12-22,12,76,Yes
TRN00369,EMP0114,React JS,Udemy,2024-10-25,12,73,Yes
TRN00370,EMP0115,React JS,Pluralsight,2024-10-28,4,75,No
TRN00371,EMP0115,Excel Advanced,Internal L&D,2025-12-28,12,94,No
TRN00372,EMP0115,Project Management,Pluralsight,2025-06-14,20,60,No
TRN00373,EMP0115,Communication Skills,Pluralsight,2025-08-21,8,96,Yes
TRN00374,EMP0116,SQL Mastery,Udemy,2025-01-27,20,62,No
TRN00375,EMP0116,ML Fundamentals,Pluralsight,2023-07-23,24,78,No
TRN00376,EMP0116,Cybersecurity Basics,LinkedIn Learning,2025-11-16,12,71,No
TRN00377,EMP0117,Project Management,Udemy,2025-04-16,12,77,No
TRN00378,EMP0118,Project Management,Internal L&D,2023-08-14,4,98,No
TRN00379,EMP0118,ML Fundamentals,LinkedIn Learning,2025-11-03,40,70,No
TRN00380,EMP0119,DevOps CI/CD,LinkedIn Learning,2023-10-08,40,99,Yes
TRN00381,EMP0119,Python for Data,Pluralsight,2023-12-15,12,84,Yes
TRN00382,EMP0119,Project Management,Udemy,2025-10-11,20,70,Yes
TRN00383,EMP0120,Data Visualization,Pluralsight,2023-11-27,24,61,No
TRN00384,EMP0120,Communication Skills,Pluralsight,2026-01-13,16,89,Yes
TRN00385,EMP0121,Data Visualization,Pluralsight,2024-06-20,40,98,Yes
TRN00386,EMP0121,Python for Data,LinkedIn Learning,2025-06-20,16,99,No
TRN00387,EMP0121,SQL Mastery,LinkedIn Learning,2025-06-21,40,75,Yes
TRN00388,EMP0121,Agile & Scrum,Internal L&D,2025-12-18,4,93,No
TRN00389,EMP0122,Communication Skills,Internal L&D,2026-03-21,16,64,No
TRN00390,EMP0122,DevOps CI/CD,Udemy,2024-07-12,40,95,No
TRN00391,EMP0123,Design Thinking,Coursera,2024-08-13,4,72,Yes
TRN00392,EMP0123,ML Fundamentals,Internal L&D,2023-12-27,12,99,No
TRN00393,EMP0124,Python for Data,Internal L&D,2025-06-26,12,77,No
TRN00394,EMP0124,Excel Advanced,Internal L&D,2023-06-07,40,80,Yes
TRN00395,EMP0124,Cloud AWS,Internal L&D,2024-12-04,12,75,No
TRN00396,EMP0125,Power BI,Coursera,2025-11-13,16,70,Yes
TRN00397,EMP0125,Data Visualization,Pluralsight,2023-06-09,40,64,Yes
TRN00398,EMP0125,Cloud AWS,Pluralsight,2024-08-29,12,92,Yes
TRN00399,EMP0125,SQL Mastery,Pluralsight,2023-04-24,4,97,Yes
TRN00400,EMP0125,Leadership 101,Coursera,2025-04-02,8,84,No
TRN00401,EMP0126,Cloud AWS,LinkedIn Learning,2025-07-01,20,87,No
TRN00402,EMP0127,Python for Data,Udemy,2024-04-25,4,80,Yes
TRN00403,EMP0127,DevOps CI/CD,LinkedIn Learning,2023-05-05,12,67,No
TRN00404,EMP0127,SQL Mastery,Internal L&D,2025-02-03,20,77,Yes
TRN00405,EMP0127,Excel Advanced,Internal L&D,2025-08-19,20,86,Yes
TRN00406,EMP0127,Leadership 101,Udemy,2025-12-14,16,96,Yes
TRN00407,EMP0128,Agile & Scrum,LinkedIn Learning,2025-09-14,40,99,No
TRN00408,EMP0128,DevOps CI/CD,Udemy,2023-05-16,4,95,No
TRN00409,EMP0129,Design Thinking,Internal L&D,2025-05-19,4,86,Yes
TRN00410,EMP0129,Data Visualization,Pluralsight,2025-04-20,4,86,No
TRN00411,EMP0129,Project Management,Coursera,2023-05-04,8,64,No
TRN00412,EMP0130,Power BI,Internal L&D,2024-08-21,24,71,No
TRN00413,EMP0131,React JS,LinkedIn Learning,2025-08-29,12,83,No
TRN00414,EMP0131,Leadership 101,Internal L&D,2023-08-14,8,63,Yes
TRN00415,EMP0131,Agile & Scrum,Pluralsight,2024-10-31,24,86,No
TRN00416,EMP0132,Communication Skills,LinkedIn Learning,2023-07-21,4,98,Yes
TRN00417,EMP0132,Cloud AWS,Pluralsight,2023-11-26,12,73,No
TRN00418,EMP0133,Data Visualization,LinkedIn Learning,2024-04-08,12,100,No
TRN00419,EMP0133,React JS,Udemy,2025-08-18,40,60,No
TRN00420,EMP0134,SQL Mastery,LinkedIn Learning,2025-10-23,40,81,Yes
TRN00421,EMP0134,React JS,Udemy,2024-09-13,40,62,No
TRN00422,EMP0134,Design Thinking,LinkedIn Learning,2023-10-03,20,80,Yes
TRN00423,EMP0134,Agile & Scrum,LinkedIn Learning,2024-01-14,24,76,Yes
TRN00424,EMP0134,ML Fundamentals,LinkedIn Learning,2025-01-10,40,77,No
TRN00425,EMP0135,SQL Mastery,Internal L&D,2023-05-23,24,100,No
TRN00426,EMP0135,Leadership 101,Coursera,2023-10-19,20,82,No
TRN00427,EMP0135,Python for Data,Udemy,2025-09-22,8,81,Yes
TRN00428,EMP0136,Agile & Scrum,Coursera,2025-01-11,20,77,No
TRN00429,EMP0137,Agile & Scrum,LinkedIn Learning,2024-10-12,40,68,Yes
TRN00430,EMP0137,Design Thinking,LinkedIn Learning,2024-09-07,24,61,Yes
TRN00431,EMP0137,Excel Advanced,Pluralsight,2024-03-08,40,73,Yes
TRN00432,EMP0138,Data Visualization,Udemy,2023-05-06,40,81,Yes
TRN00433,EMP0138,Python for Data,Pluralsight,2023-05-31,40,62,Yes
TRN00434,EMP0138,Project Management,LinkedIn Learning,2024-06-07,8,99,Yes
TRN00435,EMP0138,ML Fundamentals,Internal L&D,2024-01-22,4,81,No
TRN00436,EMP0138,Design Thinking,LinkedIn Learning,2025-03-15,24,84,Yes
TRN00437,EMP0139,Cloud AWS,LinkedIn Learning,2025-09-28,20,74,Yes
TRN00438,EMP0139,Excel Advanced,Pluralsight,2024-08-15,20,97,No
TRN00439,EMP0139,Project Management,Udemy,2023-08-30,4,97,No
TRN00440,EMP0139,Data Visualization,Coursera,2026-02-02,20,82,No
TRN00441,EMP0139,Communication Skills,Pluralsight,2025-09-22,20,71,Yes
TRN00442,EMP0140,Data Visualization,Udemy,2025-10-04,20,72,Yes
TRN00443,EMP0140,Project Management,Coursera,2025-09-07,40,83,No
TRN00444,EMP0140,Leadership 101,Internal L&D,2023-05-12,40,88,No
TRN00445,EMP0140,Cybersecurity Basics,LinkedIn Learning,2025-08-12,8,80,No
TRN00446,EMP0140,ML Fundamentals,Internal L&D,2023-04-13,8,70,No
TRN00447,EMP0141,ML Fundamentals,Pluralsight,2025-10-07,12,93,No
TRN00448,EMP0142,Python for Data,Pluralsight,2023-06-10,24,68,Yes
TRN00449,EMP0142,Design Thinking,Internal L&D,2025-03-05,24,68,Yes
TRN00450,EMP0142,Excel Advanced,LinkedIn Learning,2025-07-03,40,97,Yes
TRN00451,EMP0143,Cloud AWS,Internal L&D,2024-09-18,20,76,No
TRN00452,EMP0143,Agile & Scrum,Internal L&D,2024-04-29,20,70,Yes
TRN00453,EMP0143,Excel Advanced,Udemy,2024-12-06,24,76,No
TRN00454,EMP0143,Python for Data,Coursera,2025-12-09,8,100,Yes
TRN00455,EMP0144,Project Management,Coursera,2023-12-09,4,71,Yes
TRN00456,EMP0144,SQL Mastery,Udemy,2025-06-28,16,71,Yes
TRN00457,EMP0144,ML Fundamentals,Internal L&D,2024-09-04,8,87,Yes
TRN00458,EMP0144,Power BI,Internal L&D,2025-08-03,24,86,No
TRN00459,EMP0144,Excel Advanced,Internal L&D,2023-08-19,4,91,Yes
TRN00460,EMP0145,Leadership 101,Internal L&D,2025-04-25,8,61,Yes
TRN00461,EMP0145,Project Management,Coursera,2024-05-04,4,60,Yes
TRN00462,EMP0145,Data Visualization,Internal L&D,2023-09-16,24,93,Yes
TRN00463,EMP0146,SQL Mastery,Udemy,2023-07-10,4,91,No
TRN00464,EMP0146,Data Visualization,Coursera,2025-05-29,16,77,Yes
TRN00465,EMP0147,ML Fundamentals,Internal L&D,2023-05-25,40,78,Yes
TRN00466,EMP0148,React JS,Internal L&D,2024-01-18,8,68,No
TRN00467,EMP0148,Power BI,Internal L&D,2024-09-03,12,90,Yes
TRN00468,EMP0148,Agile & Scrum,Coursera,2025-05-24,4,85,Yes
TRN00469,EMP0148,SQL Mastery,Internal L&D,2025-10-22,24,75,No
TRN00470,EMP0148,Communication Skills,Internal L&D,2026-03-23,20,99,Yes
TRN00471,EMP0149,Cloud AWS,Coursera,2023-12-03,4,63,No
TRN00472,EMP0150,Design Thinking,Coursera,2026-01-31,24,76,No
TRN00473,EMP0150,Excel Advanced,Pluralsight,2023-07-10,24,66,Yes
TRN00474,EMP0151,Python for Data,LinkedIn Learning,2025-11-13,24,87,No
TRN00475,EMP0151,Cybersecurity Basics,Pluralsight,2025-05-03,16,83,No
TRN00476,EMP0151,Data Visualization,Pluralsight,2023-05-19,8,74,No
TRN00477,EMP0151,Communication Skills,Internal L&D,2025-01-20,24,97,No
TRN00478,EMP0152,DevOps CI/CD,Pluralsight,2024-06-24,24,90,No
TRN00479,EMP0152,Excel Advanced,Pluralsight,2025-07-07,12,70,Yes
TRN00480,EMP0152,SQL Mastery,Coursera,2023-04-15,12,80,Yes
TRN00481,EMP0152,Python for Data,Udemy,2024-09-28,8,61,No
TRN00482,EMP0153,React JS,Coursera,2023-04-10,4,69,No
TRN00483,EMP0153,ML Fundamentals,Internal L&D,2025-03-21,12,76,No
TRN00484,EMP0153,Leadership 101,LinkedIn Learning,2024-05-24,40,99,No
TRN00485,EMP0153,Python for Data,LinkedIn Learning,2023-10-06,16,73,Yes
TRN00486,EMP0153,Project Management,LinkedIn Learning,2023-09-18,4,90,Yes
TRN00487,EMP0154,Python for Data,LinkedIn Learning,2026-02-07,8,65,No
TRN00488,EMP0154,Agile & Scrum,Udemy,2025-06-09,8,75,Yes
TRN00489,EMP0155,Design Thinking,Pluralsight,2023-05-02,20,92,No
TRN00490,EMP0155,Python for Data,Coursera,2023-11-11,8,83,Yes
TRN00491,EMP0155,DevOps CI/CD,LinkedIn Learning,2024-12-19,24,74,Yes
TRN00492,EMP0155,Cybersecurity Basics,Internal L&D,2025-01-17,24,89,No
TRN00493,EMP0155,Cloud AWS,Udemy,2023-10-12,4,68,No
TRN00494,EMP0156,Cybersecurity Basics,Internal L&D,2026-02-26,4,60,Yes
TRN00495,EMP0157,Communication Skills,Udemy,2023-09-27,12,69,No
TRN00496,EMP0157,DevOps CI/CD,Internal L&D,2024-05-23,40,88,Yes
TRN00497,EMP0157,Agile & Scrum,Coursera,2023-05-01,16,60,No
TRN00498,EMP0157,Data Visualization,Pluralsight,2025-07-24,20,87,No
TRN00499,EMP0158,Cybersecurity Basics,LinkedIn Learning,2025-11-29,8,82,No
TRN00500,EMP0158,React JS,Internal L&D,2025-02-21,8,100,No
TRN00501,EMP0158,Cloud AWS,LinkedIn Learning,2024-04-20,12,71,No
TRN00502,EMP0158,SQL Mastery,Internal L&D,2025-10-01,16,94,No
TRN00503,EMP0159,Design Thinking,Pluralsight,2025-05-10,4,84,No
TRN00504,EMP0159,DevOps CI/CD,Coursera,2024-07-08,24,70,Yes
TRN00505,EMP0159,Agile & Scrum,Internal L&D,2023-06-06,4,76,Yes
TRN00506,EMP0159,Power BI,Pluralsight,2025-03-28,24,63,No
TRN00507,EMP0160,Data Visualization,Coursera,2025-05-23,24,100,Yes
TRN00508,EMP0161,Agile & Scrum,LinkedIn Learning,2025-12-29,16,69,No
TRN00509,EMP0161,Python for Data,Pluralsight,2025-08-10,4,65,No
TRN00510,EMP0162,Cybersecurity Basics,Udemy,2024-07-20,40,92,No
TRN00511,EMP0162,Data Visualization,Coursera,2025-06-19,8,97,Yes
TRN00512,EMP0162,Power BI,Internal L&D,2024-04-19,20,92,Yes
TRN00513,EMP0162,Design Thinking,LinkedIn Learning,2025-07-20,16,63,Yes
TRN00514,EMP0162,DevOps CI/CD,Coursera,2023-08-02,12,65,Yes
TRN00515,EMP0163,DevOps CI/CD,Pluralsight,2024-05-29,16,75,No
TRN00516,EMP0163,Agile & Scrum,Internal L&D,2026-03-21,4,93,No
TRN00517,EMP0163,Cloud AWS,Internal L&D,2024-08-27,12,91,Yes
TRN00518,EMP0164,DevOps CI/CD,Coursera,2025-08-22,16,84,Yes
TRN00519,EMP0164,Cybersecurity Basics,Coursera,2026-01-05,24,78,Yes
TRN00520,EMP0164,Cloud AWS,Coursera,2025-07-17,12,91,No
TRN00521,EMP0165,Excel Advanced,Udemy,2024-01-17,16,93,Yes
TRN00522,EMP0165,Power BI,LinkedIn Learning,2026-03-11,16,61,Yes
TRN00523,EMP0166,React JS,Udemy,2023-06-27,20,79,No
TRN00524,EMP0166,Data Visualization,LinkedIn Learning,2026-03-18,40,69,No
TRN00525,EMP0166,SQL Mastery,Udemy,2025-09-19,16,73,Yes
TRN00526,EMP0166,Communication Skills,Coursera,2024-04-23,12,93,Yes
TRN00527,EMP0166,Power BI,Udemy,2025-11-13,16,85,Yes
TRN00528,EMP0167,Python for Data,Coursera,2025-09-27,40,76,No
TRN00529,EMP0167,Cloud AWS,Internal L&D,2025-08-24,12,71,Yes
TRN00530,EMP0167,Design Thinking,LinkedIn Learning,2025-07-05,40,99,No
TRN00531,EMP0168,Design Thinking,Pluralsight,2024-04-04,4,90,No
TRN00532,EMP0168,Data Visualization,Coursera,2025-11-05,4,75,No
TRN00533,EMP0168,DevOps CI/CD,Udemy,2024-12-04,12,76,No
TRN00534,EMP0168,SQL Mastery,Coursera,2025-02-03,4,100,Yes
TRN00535,EMP0168,Communication Skills,LinkedIn Learning,2025-09-22,12,81,Yes
TRN00536,EMP0169,Communication Skills,Internal L&D,2026-03-01,12,67,Yes
TRN00537,EMP0169,DevOps CI/CD,Pluralsight,2024-08-29,4,71,No
TRN00538,EMP0169,Cloud AWS,Internal L&D,2023-07-10,16,94,Yes
TRN00539,EMP0169,ML Fundamentals,Udemy,2025-03-23,20,78,Yes
TRN00540,EMP0170,DevOps CI/CD,LinkedIn Learning,2023-12-21,12,94,Yes
TRN00541,EMP0170,Cloud AWS,Internal L&D,2023-05-07,24,72,No
TRN00542,EMP0171,Cloud AWS,Internal L&D,2025-08-21,24,82,No
TRN00543,EMP0171,SQL Mastery,Internal L&D,2023-11-10,40,76,Yes
TRN00544,EMP0172,Power BI,Pluralsight,2023-11-15,4,66,No
TRN00545,EMP0173,React JS,Coursera,2024-03-17,40,96,Yes
TRN00546,EMP0173,Agile & Scrum,LinkedIn Learning,2026-03-05,12,78,Yes
TRN00547,EMP0173,Excel Advanced,Coursera,2024-01-06,16,90,Yes
TRN00548,EMP0173,Power BI,Udemy,2025-09-28,16,66,No
TRN00549,EMP0174,Power BI,Pluralsight,2023-04-15,40,97,Yes
TRN00550,EMP0174,ML Fundamentals,Internal L&D,2024-11-03,12,91,No
TRN00551,EMP0174,Data Visualization,Coursera,2026-03-18,4,72,Yes
TRN00552,EMP0174,Agile & Scrum,Pluralsight,2024-02-27,8,96,Yes
TRN00553,EMP0175,Cloud AWS,Pluralsight,2025-06-10,12,95,No
TRN00554,EMP0175,React JS,Coursera,2024-02-16,24,96,Yes
TRN00555,EMP0175,SQL Mastery,Internal L&D,2025-08-14,12,80,Yes
TRN00556,EMP0175,Excel Advanced,Internal L&D,2025-01-18,20,88,Yes
TRN00557,EMP0176,Python for Data,LinkedIn Learning,2025-08-12,8,86,Yes
TRN00558,EMP0176,Leadership 101,Coursera,2023-04-22,12,97,Yes
TRN00559,EMP0176,Agile & Scrum,Coursera,2026-03-17,40,95,Yes
TRN00560,EMP0176,ML Fundamentals,Coursera,2024-08-24,4,60,No
TRN00561,EMP0176,Communication Skills,Udemy,2025-10-26,20,69,No
TRN00562,EMP0177,Cybersecurity Basics,Udemy,2023-07-19,40,72,Yes
TRN00563,EMP0177,Project Management,Internal L&D,2023-08-28,4,94,Yes
TRN00564,EMP0177,Power BI,Internal L&D,2024-03-19,8,73,No
TRN00565,EMP0177,Leadership 101,Internal L&D,2025-06-15,8,67,No
TRN00566,EMP0177,Design Thinking,LinkedIn Learning,2023-08-25,12,64,Yes
TRN00567,EMP0178,Python for Data,Udemy,2025-10-22,24,68,Yes
TRN00568,EMP0178,React JS,Pluralsight,2024-12-27,40,69,No
TRN00569,EMP0178,Design Thinking,Udemy,2025-02-14,20,75,No
TRN00570,EMP0178,Power BI,Pluralsight,2024-03-14,24,84,Yes
TRN00571,EMP0179,Excel Advanced,LinkedIn Learning,2025-01-28,12,98,Yes
TRN00572,EMP0179,Design Thinking,Coursera,2024-01-19,40,74,Yes
TRN00573,EMP0179,Power BI,LinkedIn Learning,2025-04-18,40,93,No
TRN00574,EMP0179,ML Fundamentals,Internal L&D,2024-02-04,20,74,No
TRN00575,EMP0179,Project Management,Internal L&D,2024-06-20,24,93,Yes
TRN00576,EMP0180,SQL Mastery,LinkedIn Learning,2025-01-22,20,91,No
TRN00577,EMP0180,Power BI,Udemy,2023-05-13,24,100,Yes
TRN00578,EMP0180,Excel Advanced,Pluralsight,2025-07-22,4,77,Yes
TRN00579,EMP0180,Python for Data,Pluralsight,2024-12-05,4,87,No
TRN00580,EMP0181,Data Visualization,Coursera,2024-04-23,16,98,Yes
TRN00581,EMP0181,Power BI,LinkedIn Learning,2025-02-06,40,76,Yes
TRN00582,EMP0181,React JS,Coursera,2023-12-09,16,100,Yes
TRN00583,EMP0181,Leadership 101,Pluralsight,2024-10-29,12,93,No
TRN00584,EMP0181,Design Thinking,Pluralsight,2025-12-21,12,97,No
TRN00585,EMP0182,React JS,Coursera,2024-03-27,16,71,No
TRN00586,EMP0183,Cybersecurity Basics,Internal L&D,2024-04-19,4,63,Yes
TRN00587,EMP0183,ML Fundamentals,LinkedIn Learning,2025-10-27,40,61,Yes
TRN00588,EMP0183,Python for Data,Pluralsight,2026-01-19,12,73,No
TRN00589,EMP0184,Data Visualization,Pluralsight,2023-12-25,12,82,No
TRN00590,EMP0184,Power BI,Internal L&D,2026-01-24,4,95,No
TRN00591,EMP0184,Leadership 101,Internal L&D,2023-05-03,4,66,No
TRN00592,EMP0184,React JS,Pluralsight,2023-11-19,8,73,No
TRN00593,EMP0185,Cloud AWS,Udemy,2024-11-26,20,78,No
TRN00594,EMP0185,Cybersecurity Basics,Coursera,2023-04-15,8,82,Yes
TRN00595,EMP0186,Cybersecurity Basics,Udemy,2024-12-27,24,77,No
TRN00596,EMP0186,Python for Data,Coursera,2025-04-11,40,90,No
TRN00597,EMP0186,Communication Skills,Udemy,2024-11-14,20,90,No
TRN00598,EMP0186,Power BI,LinkedIn Learning,2025-10-30,16,75,Yes
TRN00599,EMP0186,Project Management,Pluralsight,2024-06-14,12,88,Yes
TRN00600,EMP0187,Excel Advanced,Coursera,2023-06-20,24,86,Yes
TRN00601,EMP0187,Python for Data,LinkedIn Learning,2025-11-03,12,100,Yes
TRN00602,EMP0187,DevOps CI/CD,Pluralsight,2023-05-05,40,76,Yes
TRN00603,EMP0187,SQL Mastery,Coursera,2024-02-15,8,72,Yes
TRN00604,EMP0187,Power BI,LinkedIn Learning,2025-12-07,12,89,Yes
TRN00605,EMP0188,Design Thinking,Internal L&D,2024-04-23,20,90,No
TRN00606,EMP0188,React JS,LinkedIn Learning,2025-10-12,12,82,No
TRN00607,EMP0189,Data Visualization,Internal L&D,2025-01-28,16,94,No
TRN00608,EMP0189,ML Fundamentals,Coursera,2025-08-25,40,84,No
TRN00609,EMP0190,Project Management,LinkedIn Learning,2026-02-13,16,67,Yes
TRN00610,EMP0190,ML Fundamentals,Coursera,2023-07-20,4,71,No
TRN00611,EMP0190,Leadership 101,LinkedIn Learning,2024-09-21,16,76,No
TRN00612,EMP0190,Power BI,Udemy,2024-08-06,12,88,No
TRN00613,EMP0190,Communication Skills,Udemy,2024-09-30,24,100,No
TRN00614,EMP0191,Project Management,Coursera,2025-01-02,12,62,No
TRN00615,EMP0191,Python for Data,Internal L&D,2024-06-13,40,72,No
TRN00616,EMP0191,Cloud AWS,Coursera,2025-08-28,20,81,Yes
TRN00617,EMP0192,ML Fundamentals,Coursera,2025-06-20,24,67,Yes
TRN00618,EMP0193,Power BI,LinkedIn Learning,2025-02-01,20,77,Yes
TRN00619,EMP0193,Project Management,Udemy,2026-03-15,4,72,Yes
TRN00620,EMP0193,Data Visualization,Udemy,2024-11-17,4,99,No
TRN00621,EMP0193,DevOps CI/CD,Internal L&D,2023-10-01,4,93,Yes
TRN00622,EMP0193,Excel Advanced,Coursera,2025-05-17,16,89,No
TRN00623,EMP0194,Communication Skills,LinkedIn Learning,2023-04-11,40,97,No
TRN00624,EMP0194,Python for Data,Pluralsight,2024-02-17,16,66,No
TRN00625,EMP0195,Power BI,Pluralsight,2024-10-12,16,76,Yes
TRN00626,EMP0195,Communication Skills,LinkedIn Learning,2025-12-13,16,93,Yes
TRN00627,EMP0196,Communication Skills,Pluralsight,2025-12-15,40,89,No
TRN00628,EMP0196,SQL Mastery,LinkedIn Learning,2025-01-12,20,63,No
TRN00629,EMP0196,DevOps CI/CD,Udemy,2023-09-19,40,99,No
TRN00630,EMP0196,Power BI,LinkedIn Learning,2024-03-03,24,64,No
TRN00631,EMP0196,React JS,Pluralsight,2023-06-19,24,61,No
TRN00632,EMP0197,Power BI,Udemy,2025-08-12,4,83,No
TRN00633,EMP0197,SQL Mastery,Internal L&D,2024-12-08,4,68,No
TRN00634,EMP0198,Excel Advanced,Internal L&D,2025-08-20,20,80,No
TRN00635,EMP0198,Data Visualization,Pluralsight,2023-10-15,24,70,No
TRN00636,EMP0198,ML Fundamentals,Pluralsight,2023-10-08,8,62,No
TRN00637,EMP0199,Agile & Scrum,Udemy,2025-03-19,20,79,Yes
TRN00638,EMP0199,Project Management,Udemy,2024-08-01,40,76,No
TRN00639,EMP0199,DevOps CI/CD,Pluralsight,2024-03-24,8,71,No
TRN00640,EMP0199,SQL Mastery,Pluralsight,2023-07-29,24,71,No
TRN00641,EMP0199,ML Fundamentals,LinkedIn Learning,2025-01-18,40,91,Yes
TRN00642,EMP0200,Design Thinking,Internal L&D,2024-04-06,40,89,No
TRN00643,EMP0201,Data Visualization,LinkedIn Learning,2023-12-19,20,86,Yes
TRN00644,EMP0201,SQL Mastery,Udemy,2026-01-15,24,63,Yes
TRN00645,EMP0202,SQL Mastery,LinkedIn Learning,2023-06-13,8,93,Yes
TRN00646,EMP0202,Project Management,Coursera,2025-05-23,4,100,No
TRN00647,EMP0203,Agile & Scrum,Udemy,2024-06-04,12,86,Yes
TRN00648,EMP0203,React JS,Udemy,2025-05-13,8,75,No
TRN00649,EMP0203,Cloud AWS,Internal L&D,2024-10-25,4,85,Yes
TRN00650,EMP0203,Design Thinking,Pluralsight,2026-01-14,4,70,No
TRN00651,EMP0204,SQL Mastery,Coursera,2024-10-07,24,100,Yes
TRN00652,EMP0204,Data Visualization,LinkedIn Learning,2023-10-18,16,68,Yes
TRN00653,EMP0205,DevOps CI/CD,LinkedIn Learning,2025-01-03,20,83,Yes
TRN00654,EMP0205,ML Fundamentals,Internal L&D,2023-07-20,24,69,Yes
TRN00655,EMP0205,Data Visualization,LinkedIn Learning,2024-11-14,24,90,Yes
TRN00656,EMP0205,Python for Data,Udemy,2024-09-12,4,80,No
TRN00657,EMP0206,Python for Data,Internal L&D,2023-09-10,4,74,Yes
TRN00658,EMP0206,Design Thinking,Coursera,2024-10-02,12,93,Yes
TRN00659,EMP0207,Data Visualization,Udemy,2024-10-05,4,92,No
TRN00660,EMP0207,React JS,Coursera,2025-05-11,16,95,Yes
TRN00661,EMP0207,Power BI,Udemy,2025-02-18,12,82,No
TRN00662,EMP0207,Leadership 101,Udemy,2026-02-11,12,97,Yes
TRN00663,EMP0208,Design Thinking,Pluralsight,2025-09-20,12,93,No
TRN00664,EMP0208,Leadership 101,Pluralsight,2023-07-01,4,82,No
TRN00665,EMP0208,ML Fundamentals,Internal L&D,2024-06-06,40,72,Yes
TRN00666,EMP0208,Cloud AWS,Internal L&D,2023-12-19,16,100,No
TRN00667,EMP0208,Agile & Scrum,Coursera,2024-11-17,4,79,No
TRN00668,EMP0209,DevOps CI/CD,Internal L&D,2025-01-09,4,81,No
TRN00669,EMP0209,Data Visualization,Internal L&D,2025-03-16,40,80,Yes
TRN00670,EMP0209,Python for Data,Internal L&D,2025-01-26,20,85,No
TRN00671,EMP0209,SQL Mastery,Udemy,2024-03-06,8,70,No
TRN00672,EMP0210,Python for Data,Udemy,2023-05-13,4,85,Yes
TRN00673,EMP0210,Cloud AWS,Coursera,2023-11-07,40,62,No
TRN00674,EMP0211,Project Management,Internal L&D,2024-08-13,12,97,Yes
TRN00675,EMP0211,React JS,Coursera,2024-12-12,24,69,Yes
TRN00676,EMP0211,SQL Mastery,Udemy,2025-06-28,4,68,Yes
TRN00677,EMP0211,Cybersecurity Basics,Udemy,2024-02-23,20,86,Yes
TRN00678,EMP0211,Agile & Scrum,LinkedIn Learning,2023-04-10,24,68,No
TRN00679,EMP0212,Cloud AWS,LinkedIn Learning,2024-02-19,8,78,Yes
TRN00680,EMP0212,Leadership 101,Coursera,2024-02-04,8,68,Yes
TRN00681,EMP0212,React JS,Coursera,2023-05-31,4,72,Yes
TRN00682,EMP0213,ML Fundamentals,Udemy,2024-09-29,24,75,No
TRN00683,EMP0213,Excel Advanced,Coursera,2025-12-31,20,66,Yes
TRN00684,EMP0213,Leadership 101,LinkedIn Learning,2024-07-20,40,70,No
TRN00685,EMP0213,DevOps CI/CD,Internal L&D,2023-11-30,24,91,No
TRN00686,EMP0214,Excel Advanced,Pluralsight,2024-10-19,16,91,No
TRN00687,EMP0214,Cloud AWS,LinkedIn Learning,2023-07-29,40,94,No
TRN00688,EMP0215,Excel Advanced,Coursera,2024-10-20,4,95,Yes
TRN00689,EMP0215,Data Visualization,Coursera,2025-11-13,4,98,Yes
TRN00690,EMP0215,Agile & Scrum,Internal L&D,2024-08-21,8,84,Yes
TRN00691,EMP0215,Communication Skills,Udemy,2025-12-24,8,67,No
TRN00692,EMP0216,Project Management,Internal L&D,2023-08-25,16,72,No
TRN00693,EMP0216,React JS,Udemy,2024-01-29,12,80,No
